Title,Description,Rating Value,Vote Count,Content Rating,Genre,Duration,IMDb Link
3 Idiots,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them &quot;idiots&quot;.",8.4,467304,12,"Comedy, Drama",2 Hours 50 Minutes,https://www.imdb.com/title/tt1187043/
Joker,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",8.3,1639358,16,"Crime, Drama, Thriller",2 Hours 2 Minutes,https://www.imdb.com/title/tt7286456/
Capharnaüm,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",8.4,118929,9,Drama,2 Hours 6 Minutes,https://www.imdb.com/title/tt8267604/
Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",8.3,399821,16,"Crime, Drama",3 Hours 49 Minutes,https://www.imdb.com/title/tt0087843/
Singin&apos; in the Rain,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,8.3,275954,AL,"Comedy, Musical, Romance",1 Hour 43 Minutes,https://www.imdb.com/title/tt0045152/
Idi i smotri,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",8.3,115956,16,"Drama, Thriller, War",2 Hours 22 Minutes,https://www.imdb.com/title/tt0091251/
Requiem for a Dream,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,8.3,950842,16,Drama,1 Hour 42 Minutes,https://www.imdb.com/title/tt0180093/
Star Wars: Episode VI - Return of the Jedi,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",8.3,1180860,AL,"Action, Adventure, Fantasy",2 Hours 11 Minutes,https://www.imdb.com/title/tt0086190/
Toy Story 3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it&apos;s up to Woody to convince the other toys that they weren&apos;t abandoned and to return home.",8.3,944627,6,"Animation, Adventure, Comedy",1 Hour 43 Minutes,https://www.imdb.com/title/tt0435761/
Jagten,"A teacher lives a lonely life, all the while struggling over his son&apos;s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent li...",8.3,395379,12,Drama,1 Hour 55 Minutes,https://www.imdb.com/title/tt2106476/
Ikiru,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,8.3,98774,12,Drama,2 Hours 23 Minutes,https://www.imdb.com/title/tt0044741/
Eternal Sunshine of the Spotless Mind,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",8.3,1152334,AL,"Drama, Romance, Sci-Fi",1 Hour 48 Minutes,https://www.imdb.com/title/tt0338013/
Incendies,Twins journey to the Middle East to discover their family history and fulfill their mother&apos;s last wishes.,8.3,236106,16,"Drama, Mystery, War",2 Hours 11 Minutes,https://www.imdb.com/title/tt1255953/
The Apartment,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",8.3,212257,6,"Comedy, Drama, Romance",2 Hours 5 Minutes,https://www.imdb.com/title/tt0053604/
Lawrence of Arabia,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",8.3,333421,12,"Adventure, Biography, Drama",3 Hours 47 Minutes,https://www.imdb.com/title/tt0056172/
2001: A Space Odyssey,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",8.3,763514,AL,"Adventure, Sci-Fi",2 Hours 29 Minutes,https://www.imdb.com/title/tt0062622/
Reservoir Dogs,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",8.3,1145716,16,"Crime, Thriller",1 Hour 39 Minutes,https://www.imdb.com/title/tt0105236/
Scarface,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",8.3,984189,16,"Crime, Drama",2 Hours 50 Minutes,https://www.imdb.com/title/tt0086250/
Heat,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,8.3,773050,12,"Action, Crime, Drama",2 Hours 50 Minutes,https://www.imdb.com/title/tt0113277/
Double Indemnity,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.",8.3,176856,9,"Crime, Drama, Film-Noir",1 Hour 47 Minutes,https://www.imdb.com/title/tt0036775/
North by Northwest,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",8.3,363768,AL,"Adventure, Drama, Mystery",2 Hours 16 Minutes,https://www.imdb.com/title/tt0053125/
Up,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",8.3,1200671,AL,"Animation, Adventure, Comedy",1 Hour 36 Minutes,https://www.imdb.com/title/tt1049413/
M - Eine Stadt sucht einen Mörder,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",8.3,179128,12,"Crime, Mystery, Thriller",1 Hour 57 Minutes,https://www.imdb.com/title/tt0022100/
Citizen Kane,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: &apos;Rosebud.&apos;",8.2,486043,6,"Drama, Mystery",1 Hour 59 Minutes,https://www.imdb.com/title/tt0033467/
Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,8.2,832384,16,"Drama, War",1 Hour 56 Minutes,https://www.imdb.com/title/tt0093058/
Vertigo,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",8.2,450448,12,"Mystery, Romance, Thriller",2 Hours 8 Minutes,https://www.imdb.com/title/tt0052357/
Le fabuleux destin d&apos;Amélie Poulain,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",8.3,825550,AL,"Comedy, Romance",2 Hours 2 Minutes,https://www.imdb.com/title/tt0211915/
Taare Zameen Par,A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.,8.3,224124,6,"Drama, Family",2 Hours 42 Minutes,https://www.imdb.com/title/tt0986264/
Jodaeiye Nader az Simin,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer&apos;s disease.,8.3,272560,6,Drama,2 Hours 3 Minutes,https://www.imdb.com/title/tt1832382/
To Kill a Mockingbird,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,8.3,346176,6,"Crime, Drama",2 Hours 9 Minutes,https://www.imdb.com/title/tt0056592/
Die Hard,"A New York City cop, John McClane, tries to save his estranged wife and several others taken hostage by terrorists during a Christmas Eve party at the Nakatomi Plaza Skyscraper in Los Angeles, California.",8.2,1000763,16,"Action, Thriller",2 Hours 12 Minutes,https://www.imdb.com/title/tt0095016/
Indiana Jones and the Last Crusade,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",8.2,847594,12,"Action, Adventure",2 Hours 7 Minutes,https://www.imdb.com/title/tt0097576/
The Sting,Two grifters team up to pull off the ultimate con.,8.2,293234,12,"Comedy, Crime, Drama",2 Hours 9 Minutes,https://www.imdb.com/title/tt0070735/
A Clockwork Orange,Alex DeLarge and his droogs barbarize a decaying near-future.,8.2,920296,16,"Crime, Sci-Fi",2 Hours 16 Minutes,https://www.imdb.com/title/tt0066921/
Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city&apos;s mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",8.3,196751,AL,"Drama, Sci-Fi",2 Hours 33 Minutes,https://www.imdb.com/title/tt0017136/
Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",8.2,956311,16,"Comedy, Crime",1 Hour 44 Minutes,https://www.imdb.com/title/tt0208092/
Oppenheimer,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",8.3,936905,12,"Biography, Drama, History",3 Hours,https://www.imdb.com/title/tt15398776/
1917,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",8.2,742843,12,"Action, Drama, War",1 Hour 59 Minutes,https://www.imdb.com/title/tt8579674/
L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",8.2,647551,12,"Crime, Drama, Mystery",2 Hours 18 Minutes,https://www.imdb.com/title/tt0119488/
Der Untergang,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator&apos;s final days in his Berlin bunker at the end of WWII.",8.2,392794,16,"Biography, Drama, History",2 Hours 36 Minutes,https://www.imdb.com/title/tt0363163/
Ladri di biciclette,"In post-war Italy, a working-class man&apos;s bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",8.2,188256,6,Drama,1 Hour 29 Minutes,https://www.imdb.com/title/tt0040522/
Dangal,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",8.3,231964,9,"Action, Biography, Drama",2 Hours 41 Minutes,https://www.imdb.com/title/tt5074352/
The Wolf of Wall Street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",8.2,1719156,16,"Biography, Comedy, Crime",3 Hours,https://www.imdb.com/title/tt0993846/
Green Book,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,8.2,652961,12,"Biography, Comedy, Drama",2 Hours 10 Minutes,https://www.imdb.com/title/tt6966692/
Hamilton,"The real life of one of America&apos;s foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",8.3,132340,12,"Biography, Drama, History",2 Hours 49 Minutes,https://www.imdb.com/title/tt8503618/
The Truman Show,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,8.2,1314277,12,"Comedy, Drama",1 Hour 43 Minutes,https://www.imdb.com/title/tt0120382/
Hababam Sinifi: Sinifta Kaldi,A young and beautiful female teacher starts working in an all boys high school.,8.6,28160,N/A,Comedy,1 Hour 35 Minutes,https://www.imdb.com/title/tt0252488/
Taxi Driver,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",8.2,995313,16,"Crime, Drama",1 Hour 54 Minutes,https://www.imdb.com/title/tt0075314/
Batman Begins,"After witnessing his parents&apos; death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",8.2,1669971,12,"Action, Crime, Drama",2 Hours 20 Minutes,https://www.imdb.com/title/tt0372784/
Per qualche dollaro in più,Two bounty killers with similar intentions but different motivations team up to take down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,8.2,293089,12,"Drama, Western",2 Hours 12 Minutes,https://www.imdb.com/title/tt0059578/
Judgment at Nuremberg,"Fictionalized depiction of the 1947 Judges&apos; Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",8.3,93521,14,"Drama, History, War",2 Hours 59 Minutes,https://www.imdb.com/title/tt0055031/
Shutter Island,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,8.2,1579709,16,"Drama, Mystery, Thriller",2 Hours 18 Minutes,https://www.imdb.com/title/tt1130884/
Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",8.2,298787,12,"Comedy, Music, Romance",2 Hours 1 Minute,https://www.imdb.com/title/tt0053291/
Jurassic Park,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone&apos;s lives, including his grandchildren&apos;s, in danger.",8.2,1143907,12,"Action, Adventure, Sci-Fi",2 Hours 7 Minutes,https://www.imdb.com/title/tt0107290/
The Kid,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",8.2,142938,Passed,"Comedy, Drama, Family",1 Hour 8 Minutes,https://www.imdb.com/title/tt0012349/
The Father,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",8.2,219025,9,"Drama, Mystery",1 Hour 37 Minutes,https://www.imdb.com/title/tt10272386/
There Will Be Blood,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",8.2,682311,16,Drama,2 Hours 38 Minutes,https://www.imdb.com/title/tt0469494/
All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,8.2,146475,Approved,Drama,2 Hours 18 Minutes,https://www.imdb.com/title/tt0042192/
The Sixth Sense,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",8.2,1113853,16,"Drama, Mystery, Thriller",1 Hour 47 Minutes,https://www.imdb.com/title/tt0167404/
Ran,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",8.2,146832,16,"Action, Drama, War",2 Hours 40 Minutes,https://www.imdb.com/title/tt0089881/
Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",8.2,601679,16,"Crime, Drama",2 Hours 58 Minutes,https://www.imdb.com/title/tt0112641/
Top Gun: Maverick,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",8.2,802752,12,"Action, Drama",2 Hours 10 Minutes,https://www.imdb.com/title/tt1745960/
No Country for Old Men,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,8.2,1146051,16,"Crime, Drama, Thriller",2 Hours 2 Minutes,https://www.imdb.com/title/tt0477348/
The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,8.2,507562,16,"Horror, Mystery, Sci-Fi",1 Hour 49 Minutes,https://www.imdb.com/title/tt0084787/
Unforgiven,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself &quot;The Schofield Kid&quot;.,8.2,459548,12,"Drama, Western",2 Hours 10 Minutes,https://www.imdb.com/title/tt0105695/
El laberinto del fauno,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she&apos;s a princess, but must prove her royalty by surviving three gruesome tasks.",8.2,731861,16,"Drama, Fantasy, War",1 Hour 58 Minutes,https://www.imdb.com/title/tt0457430/
Kill Bill: Vol. 1,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",8.2,1267457,16,"Action, Crime, Thriller",1 Hour 51 Minutes,https://www.imdb.com/title/tt0266697/
A Beautiful Mind,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",8.2,1032737,12,"Biography, Drama, Mystery",2 Hours 15 Minutes,https://www.imdb.com/title/tt0268978/
Prisoners,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,8.2,893295,16,"Crime, Drama, Mystery",2 Hours 33 Minutes,https://www.imdb.com/title/tt1392214/
The Treasure of the Sierra Madre,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,8.2,138909,AL,"Adventure, Drama, Western",2 Hours 6 Minutes,https://www.imdb.com/title/tt0040897/
Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.2,1176127,AL,"Animation, Adventure, Comedy",1 Hour 40 Minutes,https://www.imdb.com/title/tt0266543/
Hauru no ugoku shiro,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",8.2,493389,MG6,"Animation, Adventure, Family",1 Hour 59 Minutes,https://www.imdb.com/title/tt0347149/
Yôjinbô,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,8.2,139816,12,"Action, Drama, Thriller",1 Hour 50 Minutes,https://www.imdb.com/title/tt0055630/
La meglio gioventù,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,8.4,26245,R,"Drama, Romance",6 Hours 14 Minutes,https://www.imdb.com/title/tt0346336/
The Great Escape,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.,8.2,271930,12,"Adventure, Drama, Thriller",2 Hours 52 Minutes,https://www.imdb.com/title/tt0057115/
Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",8.2,593665,12,"Adventure, Comedy, Fantasy",1 Hour 31 Minutes,https://www.imdb.com/title/tt0071853/
The Elephant Man,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.",8.2,276250,12,"Biography, Drama",2 Hours 4 Minutes,https://www.imdb.com/title/tt0080678/
Klaus,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",8.2,219558,6,"Animation, Adventure, Comedy",1 Hour 36 Minutes,https://www.imdb.com/title/tt4729430/
Dial M for Murder,"A London playboy plots the perfect murder of his rich, unfaithful Wife.",8.2,200395,PG,"Crime, Drama, Mystery",1 Hour 45 Minutes,https://www.imdb.com/title/tt0046912/
Gone with the Wind,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,8.2,350154,6,"Drama, Romance, War",3 Hours 58 Minutes,https://www.imdb.com/title/tt0031381/
El secreto de sus ojos,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases, and for his unreciprocated love with his superior--both of which still haunt him decades later.",8.2,236378,16,"Drama, Mystery, Romance",2 Hours 9 Minutes,https://www.imdb.com/title/tt1305806/
Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",8.1,369456,16,"Drama, Mystery, Thriller",2 Hours 10 Minutes,https://www.imdb.com/title/tt0071315/
"Lock, Stock and Two Smoking Barrels","When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",8.1,640391,16,"Comedy, Crime",1 Hour 47 Minutes,https://www.imdb.com/title/tt0120735/
